what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355756688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355757205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355758099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355758801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355759292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355760909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355761868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355764474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355765230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355765819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355766304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355767692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380355768606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380355774055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380355774620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380355777810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380355780137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380355781201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380355782640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380355795809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380355797780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380355804330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380355806555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380355808096
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380355810371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380355823801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380356011677
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380356011721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380356012487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380363633180
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1380363641824
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380363642063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380363893269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380365153373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380365154390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372348459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372393951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372394671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372394900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372408478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380372539286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380372650311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380372656379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372684623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372700581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372702423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372704280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372706380
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380372706539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372728160
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380372728193
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380372730100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372739806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372746212
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380372746240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372749353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372751189
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1380372752238
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380372754609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372773080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372774604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372777968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372797740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372802852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372803495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372803732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372805211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372825744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372839991
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380372840020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372845114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372913863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372915690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380372978613
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380372995866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373001070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373007150
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373007179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373007606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373008727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373009259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373013755
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373015760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373039634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373075825
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373075857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380373106722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373109858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373111676
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373114371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373135626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373137067
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373137108
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1380373138221
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373148774
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373160455
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373169838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373175784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373177434
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1380373178495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373188757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373188882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373208386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373210327
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373211489
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373225185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373227644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373228159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373228563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373228966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373229799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373230914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373231339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373231781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380373232228
