what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380458094922
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380458097129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458098664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1380458098699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458103742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380458126340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380458175549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458178209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458185875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458190199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458190360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458205023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458878660
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380458895471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380458937334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380458939697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380458944494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380458968058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1380458971879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380458975084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380459101961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380459110318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380459124522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380459127612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459300725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459428651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380459504802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459521648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459533729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459534405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459558766
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380459564173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459575066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459827891
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380459827915
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380459829489
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380459834518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459945462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459949044
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380459949074
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380459959246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460068533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460419781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1380460429420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1380460464515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380460467511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380460471960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380460473070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1380460474873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380460515593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1380460571824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380460574352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380460580011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380460611396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460614695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460615313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460619130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460708043
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380460900260
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1380460914369
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380460915880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460922802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460962631
