what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1380373557050
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1380373557051
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1380373557051
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1380373557052
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1380373557053
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1380373557054
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1380373557054
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1380373557085
started,bundle,com.android.ide.eclipse.adt,22.0.4.v201307151829--741630,"com.android.ide.eclipse.adt",1380373557087
started,bundle,com.android.ide.eclipse.base,22.0.4.v201307151829--741630,"com.android.ide.eclipse.base",1380373557088
os,sysinfo,,,"win32",1380373557093
arch,sysinfo,,,"x86_64",1380373557093
ws,sysinfo,,,"win32",1380373557093
locale,sysinfo,,,"en_SG",1380373557093
processors,sysinfo,,,"4",1380373557093
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1380373557093
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1380373557093
java.specification.name,sysinfo,,,"Java Platform API Specification",1380373557093
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380373557093
java.specification.version,sysinfo,,,"1.6",1380373557093
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1380373557093
java.version,sysinfo,,,"1.6.0_18",1380373557093
java.vm.info,sysinfo,,,"mixed mode",1380373557093
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1380373557093
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1380373557093
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380373557093
java.vm.specification.version,sysinfo,,,"1.0",1380373557093
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1380373557093
java.vm.version,sysinfo,,,"16.0-b13",1380373557093
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1380373557563
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1380373632293
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1380373632549
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1380373632554
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1380373632809
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1380373632843
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1380373633141
started,bundle,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms",1380373634440
started,bundle,com.android.ide.eclipse.traceview,22.0.4.v201307151829--741630,"com.android.ide.eclipse.traceview",1380373635552
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1380373636861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373637374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373639437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373643563
opened,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373644434
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373644473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373672236
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373672369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373677649
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373681027
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373683352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373685883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373698800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373698847
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373712003
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373715429
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373720606
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380373720718
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1380373746776
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1380373746794
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1380373746810
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1380373749616
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1380373749646
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1380373749719
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1380373749776
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1380373749802
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1380373749873
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1380373749884
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1380373749956
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1380373749958
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1380373750295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380373797450
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1380373798048
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1380373798452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373803816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373804693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373815012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373826688
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380373826844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380373921338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380448679810
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380448684360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380448806641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380449522029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380449585986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380449586817
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1380449587925
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1380449589050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380449754893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380449784211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1380449880526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380449882874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380449914385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380449932578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380449934866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380449938950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1380450014607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380450017130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380450073953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450403209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450420832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450428594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450436319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450440216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450580957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450584559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450604948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450622813
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380450623647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450625468
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380450625514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450626620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450627046
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1380450627076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380450639868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450668201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450674681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450677220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450677988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450677992
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380450702393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450708946
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380450708998
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380450712760
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380450740636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380450769257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380450777592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380450783431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380450789050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450793333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450795221
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380450805115
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380450821505
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1380450825320
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1380450827090
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1380450830093
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1380450830467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380450938006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450953409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380450956937
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380450959227
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380450984798
activated,view,com.android.ide.eclipse.ddms,22.0.4.v201307151829--741630,"com.android.ide.eclipse.ddms.views.LogCatView",1380451070665
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380451088040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451090564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451092619
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace",1380451092625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451102474
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1380451102509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451104202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451104955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451106084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451106469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451121813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451124113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451127960
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1380451127981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451137248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1380451137301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451140803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451145305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451149123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.print",1380451149181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380451150408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451165278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451168629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380451200481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451203831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451203980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451206734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451208536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451221690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451222724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451223021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380451232038
